pair_id,customer_tweet_id,agent_tweet_id,customer_text,agent_text,is_initial_query,created_at_cust,created_at_agent
tw_745_744,745,744,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport,@115865 Hi there! What type of device are we working with?,False,Tue Oct 31 22:00:34 +0000 2017,Tue Oct 31 22:06:27 +0000 2017
tw_747_746,747,746,Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️,@115865 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,True,Tue Oct 31 18:08:04 +0000 2017,Tue Oct 31 18:17:00 +0000 2017
tw_749_748,749,748,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t,@115866 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,True,Tue Oct 31 22:06:44 +0000 2017,Tue Oct 31 22:18:28 +0000 2017
tw_751_750,751,750,@AppleSupport ? hello,@115867 We'd like to get you speaking to our experts here: https://t.co/IBIY3vMgPj,False,Tue Oct 31 22:08:39 +0000 2017,Tue Oct 31 22:18:00 +0000 2017
tw_754_753,754,753,"@AppleSupport Yes it did, 11.0.3","@115868 We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how: https://t.co/80YRnjDFDk",False,Tue Oct 31 22:01:17 +0000 2017,Tue Oct 31 22:17:29 +0000 2017
tw_756_755,756,755,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?,True,Tue Oct 31 20:49:07 +0000 2017,Tue Oct 31 20:54:35 +0000 2017
tw_758_757,758,757,Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?,@115869 We're here to help. Meet us in DM and we can check on available options. https://t.co/GDrqU22YpT,True,Tue Oct 31 22:10:06 +0000 2017,Tue Oct 31 22:16:31 +0000 2017
tw_760_759,760,759,@AppleSupport I can not find an option to get it there. It was just always there when playing.,@115870 DM us the specific iOS version you are running currently and we'll continue there. https://t.co/GDrqU22YpT,False,Tue Oct 31 22:03:09 +0000 2017,Tue Oct 31 22:15:28 +0000 2017
tw_763_761,763,761,@AppleSupport The app is still there. But no longer able to control it from the lockscreen.,"@115870 Just to confirm, this is only happening with Spotify, correct?",False,Tue Oct 31 21:56:55 +0000 2017,Tue Oct 31 22:01:31 +0000 2017
tw_765_764,765,764,After update #ios1103 no spotify on my lock screen?@AppleSupport,@115870 Thanks for reaching out to us. Are you experiencing the missing app after restating your device?,True,Tue Oct 31 18:20:46 +0000 2017,Tue Oct 31 18:33:00 +0000 2017
tw_767_766,767,766,I just need @115858 to do something about the battery life because it sucks ass,@115871 We want to help you get your battery life back on track. Please DM and we'll look at it together. https://t.co/GDrqU22YpT,True,Tue Oct 31 22:08:32 +0000 2017,Tue Oct 31 22:15:00 +0000 2017
tw_1755_1754,1755,1754,"Why does my I️ not work ?! 
@115858 please fix this!!!",@116097 We'd like to look into this with you. Please DM us your current iOS version and your iPhone model. https://t.co/GDrqU22YpT,True,Tue Oct 31 22:36:21 +0000 2017,Tue Oct 31 22:41:00 +0000 2017
tw_1757_1756,1757,1756,@AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh,@116098 Let's dig into this further with you. DM us and we'll continue there.,False,Tue Oct 31 22:28:03 +0000 2017,Tue Oct 31 22:40:00 +0000 2017
tw_1759_1758,1759,1758,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z,"@116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG",True,Tue Oct 31 18:17:27 +0000 2017,Tue Oct 31 18:31:00 +0000 2017
tw_1761_1760,1761,1760,iOS 11 is killing my battery @115858. Fix it.,@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.,True,Tue Oct 31 22:33:01 +0000 2017,Tue Oct 31 22:38:00 +0000 2017
tw_1764_1762,1764,1762,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID",@116100 This article should help with that: https://t.co/usOJWy6ChP,True,Tue Oct 31 22:29:29 +0000 2017,Tue Oct 31 22:36:00 +0000 2017
tw_1763_1765,1763,1765,"@AppleSupport Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit",@116100 Try contacting our iTunes Store team here for more help: https://t.co/SDIe7UiyJN,False,Tue Oct 31 22:37:31 +0000 2017,Tue Oct 31 22:52:00 +0000 2017
tw_1768_1767,1768,1767,"@AppleSupport it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone",@116101 Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. https://t.co/GDrqU22YpT,False,Tue Oct 31 22:16:22 +0000 2017,Tue Oct 31 22:35:30 +0000 2017
tw_1770_1769,1770,1769,@AppleSupport why is my home sharing not working and how do i fix it,@116101 We're happy to help. Has Home Sharing worked with these devices before?,True,Tue Oct 31 22:07:33 +0000 2017,Tue Oct 31 22:14:00 +0000 2017
tw_1773_1771,1773,1771,"@AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",@116102 Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?,False,Tue Oct 31 22:23:40 +0000 2017,Tue Oct 31 22:35:00 +0000 2017
tw_1772_1774,1772,1774,"@AppleSupport iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x","@116102 To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here: https://t.co/GDrqU22YpT",False,Tue Oct 31 22:39:21 +0000 2017,Tue Oct 31 23:03:01 +0000 2017
tw_1775_1777,1775,1777,@AppleSupport @116102 Battery life just got worst.,"@116103 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",False,Tue Oct 31 23:04:13 +0000 2017,Tue Oct 31 23:12:31 +0000 2017
tw_1779_1778,1779,1778,@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod,@116102 We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?,True,Tue Oct 31 22:04:38 +0000 2017,Tue Oct 31 22:09:26 +0000 2017
tw_1781_1780,1781,1780,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,@116104 Let us look into that. What device and OS version are you using?,True,Tue Oct 31 22:27:15 +0000 2017,Tue Oct 31 22:32:25 +0000 2017
tw_1783_1782,1783,1782,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp,@116105  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,True,Tue Oct 31 22:27:45 +0000 2017,Tue Oct 31 22:32:25 +0000 2017
tw_1785_1784,1785,1784,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,@116106 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,True,Tue Oct 31 22:27:34 +0000 2017,Tue Oct 31 22:31:00 +0000 2017
tw_1787_1786,1787,1786,@AppleSupport Worked 👌🏽,@116107 Glad to hear and just reach out again if you need help. Have a good one!,False,Tue Oct 31 22:10:27 +0000 2017,Tue Oct 31 22:30:01 +0000 2017
tw_1789_1788,1789,1788,@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,@116107 Please keep us posted afterwards.,False,Tue Oct 31 21:32:24 +0000 2017,Tue Oct 31 21:46:54 +0000 2017
tw_1791_1790,1791,1790,why won’t my apps fuccin download or update @AppleSupport,@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?,True,Tue Oct 31 21:25:20 +0000 2017,Tue Oct 31 21:30:00 +0000 2017
tw_2610_2609,2610,2609,@AppleSupport $100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.,@116332 Let us know and we'll continue from there. https://t.co/GDrqU22YpT,False,Tue Oct 31 22:50:12 +0000 2017,Tue Oct 31 22:58:00 +0000 2017
tw_2613_2611,2613,2611,"Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM",@116332 We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.,True,Tue Oct 31 22:44:41 +0000 2017,Tue Oct 31 22:49:27 +0000 2017
tw_2616_2614,2616,2614,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","@116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?",True,Tue Oct 31 22:48:09 +0000 2017,Tue Oct 31 22:57:34 +0000 2017
tw_2615_2617,2615,2617,"@AppleSupport Yes, after the update. I Phone 7",@116334 Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT,False,Tue Oct 31 22:58:31 +0000 2017,Tue Oct 31 23:12:31 +0000 2017
tw_2620_2618,2620,2618,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,@116335 You should still be able to control Music on your iPhone from the watch. Check out the user guide here: https://t.co/vRQnmrhVHj,True,Tue Oct 31 22:47:13 +0000 2017,Tue Oct 31 22:56:00 +0000 2017
tw_2619_2621,2619,2621,@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,@116335 We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,False,Tue Oct 31 23:08:28 +0000 2017,Tue Oct 31 23:21:50 +0000 2017
tw_2624_2622,2624,2622,"It’s been a few days since @115858 made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked!",@116336 Hi there! iOS 11.1 was released earlier today containing some bug fixes. Let's back up and update: https://t.co/80YRnjDFDk,True,Tue Oct 31 22:49:04 +0000 2017,Tue Oct 31 22:55:32 +0000 2017
tw_2628_2626,2628,2626,Question- @249 @115858 my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?,"@116337 We know how important your battery is &amp; we'll be happy to help. Which iOS version are you using? Also, when did this issue begin?",True,Tue Oct 31 22:50:00 +0000 2017,Tue Oct 31 22:54:53 +0000 2017
tw_2627_2629,2627,2629,@AppleSupport iOS 11.1 it’s been getting worse for a few months now,@116337 Please meet with us in DM. We'd like to gather some additional details from you. https://t.co/GDrqU22YpT,False,Tue Oct 31 23:06:41 +0000 2017,Tue Oct 31 23:20:30 +0000 2017
tw_2632_2630,2632,2630,And why is my music NEVER in my control center?! @AppleSupport,@116338 We're here to help out! Which device is this on and which version of iOS is currently installed?,True,Tue Oct 31 22:44:52 +0000 2017,Tue Oct 31 22:54:00 +0000 2017
tw_2631_2633,2631,2633,"@AppleSupport iPhone 7+, iOS 11.1","@116338 Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well. https://t.co/GDrqU22YpT",False,Tue Oct 31 23:16:58 +0000 2017,Tue Oct 31 23:46:00 +0000 2017
tw_2635_2634,2635,2634,"@115858 Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never”",@116339 Check out this link: https://t.co/Lr8zUtw9ls Send us a DM if it doesn't help. https://t.co/GDrqU22YpT,True,Tue Oct 31 22:42:07 +0000 2017,Tue Oct 31 22:53:28 +0000 2017
tw_2638_2636,2638,2636,@AppleSupport ...cost for sending in for diagnosing a problem if it's out of warranty?,@116340 We can help. Let’s start with the following steps to see if we can save you a trip in for service: https://t.co/RqWW0duJ0U,False,Tue Oct 31 22:45:03 +0000 2017,Tue Oct 31 22:53:28 +0000 2017
tw_2637_2639,2637,2639,"@AppleSupport Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.",@116340 We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,False,Tue Nov 07 15:19:11 +0000 2017,Tue Nov 07 18:19:00 +0000 2017
tw_2642_2641,2642,2641,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,@116341 Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. https://t.co/GDrqU22YpT,True,Tue Oct 31 22:44:01 +0000 2017,Tue Oct 31 22:51:00 +0000 2017
tw_2645_2643,2645,2643,@115858 when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03,@116342 We'd like to help. What is going on with the app?,True,Tue Oct 31 22:41:02 +0000 2017,Tue Oct 31 22:51:00 +0000 2017
tw_2644_2646,2644,2646,"@AppleSupport When you roll the month, it does not appear and hangs",@116342 We'd like to take a closer look at this. DM us and we'll go from there. https://t.co/GDrqU22YpT,False,Wed Nov 01 10:00:05 +0000 2017,Wed Nov 01 13:30:29 +0000 2017
tw_2648_2647,2648,2647,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance,"@116343 Hey, we can provide some guidance. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT",True,Tue Oct 31 22:37:41 +0000 2017,Tue Oct 31 22:50:38 +0000 2017
tw_2650_2649,2650,2649,"@115858 really needs to fix this update. My phone has never been slower, for real.",@116344 We're here to help with any issues you may having with performance. Let us know the exact iOS version to get started.,True,Tue Oct 31 22:43:42 +0000 2017,Tue Oct 31 22:50:38 +0000 2017
tw_2652_2651,2652,2651,@AppleSupport 11.0.3,@116345 Got it. We'd recommend backing up and updating your device to 11.1 and test things out further. Keep us posted on the results.,False,Tue Oct 31 22:40:23 +0000 2017,Tue Oct 31 22:49:39 +0000 2017
tw_2654_2653,2654,2653,@AppleSupport newest version of iOS and iPhone 7,"@116345 Since we just released iOS 11.1 today, can you clarify which exact version you have installed?",False,Tue Oct 31 21:13:13 +0000 2017,Tue Oct 31 21:19:30 +0000 2017
tw_2656_2655,2656,2655,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport,"@116345 We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?",True,Tue Oct 31 20:02:52 +0000 2017,Tue Oct 31 20:18:00 +0000 2017
tw_2659_2658,2659,2658,Is anyone else having problems with there iPhone 7 saying no service? @115858 @115714,@116346 We want to help with this. Let's start troubleshooting by trying the steps here: https://t.co/5KootZbxj1,True,Tue Oct 31 22:41:06 +0000 2017,Tue Oct 31 22:49:00 +0000 2017
tw_2662_2661,2662,2661,So why is this happening I️ I️ I️ @AppleSupport,@116347 We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! https://t.co/GDrqU22YpT,True,Tue Oct 31 22:32:52 +0000 2017,Tue Oct 31 22:49:00 +0000 2017
tw_2666_2664,2666,2664,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,@116348 We'd like to look into this with you. Does the song appear to be greyed out?,True,Tue Oct 31 22:44:20 +0000 2017,Tue Oct 31 22:48:31 +0000 2017
tw_2665_2667,2665,2667,@AppleSupport Yes,@116348 Thank you for reaching out. We've received your DM and will continue working with you there.,False,Tue Oct 31 23:06:51 +0000 2017,Tue Oct 31 23:10:58 +0000 2017
tw_2671_2669,2671,2669,@AppleSupport @AppleSupport ^^check this out,@116349 Send us a DM please and we will go from there. https://t.co/GDrqU22YpT,False,Tue Oct 31 22:41:59 +0000 2017,Tue Oct 31 22:46:26 +0000 2017
tw_2676_2675,2676,2675,@AppleSupport HELP ME. I have a problem with my iPhone 7😑,@116349 We're happy to help. What seems to be the problem?,True,Tue Oct 31 22:04:56 +0000 2017,Tue Oct 31 22:07:39 +0000 2017
tw_2678_2677,2678,2677,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD","@116350 We're here for you. DM us, and we'll look into this together. https://t.co/GDrqU22YpT",True,Tue Oct 31 22:38:41 +0000 2017,Tue Oct 31 22:45:26 +0000 2017
tw_2680_2679,2680,2679,@AppleSupport It’s sorted. Thanks. iOS update needed a change and hard reboot,@116351 We're glad to hear that's sorted out for you. Have a great day.,False,Tue Oct 31 22:39:41 +0000 2017,Tue Oct 31 22:45:26 +0000 2017
tw_2682_2681,2682,2681,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,"@116351 We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?",True,Fri Oct 20 08:39:06 +0000 2017,Fri Oct 20 14:00:13 +0000 2017
tw_2684_2683,2684,2683,@AppleSupport live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.,"@116352 Hey, we can work together to figure out a solution. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT",True,Tue Oct 31 22:38:21 +0000 2017,Tue Oct 31 22:45:25 +0000 2017
tw_3761_3760,3761,3760,Listen I’m having issues with my phone so like can you @ me so we can talk @AppleSupport,@116620 We're here to help. Send us a DM with the issue and we'll follow up from there. https://t.co/GDrqU22YpT,True,Tue Oct 31 23:04:42 +0000 2017,Tue Oct 31 23:11:32 +0000 2017
tw_3764_3762,3764,3762,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus @AppleSupport,@116621 Let's look at this together. Are you updated to iOS 11.1?,True,Tue Oct 31 23:04:59 +0000 2017,Tue Oct 31 23:10:58 +0000 2017
tw_3763_3765,3763,3765,"@AppleSupport 11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol","@116621 It was released earlier today. Let's use these steps to update iOS:  
 https://t.co/80YRnjDFDk",False,Tue Oct 31 23:12:25 +0000 2017,Tue Oct 31 23:20:00 +0000 2017
tw_3767_3766,3767,3766,@AppleSupport I’m no expert in battery life  but 40% doesn’t go to 7% in 5minutes,"@116622 We understand your concerns, and want to help. Which device is this happening on?",True,Tue Oct 31 22:59:14 +0000 2017,Tue Oct 31 23:09:27 +0000 2017
tw_3770_3768,3770,3768,@AppleSupport this is my top bar every time I open messages on my SE after updating to iOS 11.1 https://t.co/Lzge3qzc7w,@116623 Thank you for reaching out to us. Have you tried to restart the device? Let us know to get started.,True,Tue Oct 31 23:00:56 +0000 2017,Tue Oct 31 23:09:27 +0000 2017
tw_3769_3771,3769,3771,@AppleSupport That fixed it thanks,@116623 That's great! Enjoy the rest of your day.,False,Tue Oct 31 23:42:29 +0000 2017,Tue Oct 31 23:47:00 +0000 2017
tw_3773_3772,3773,3772,@AppleSupport iOS 11.1 - keyboard lag. 🤨 https://t.co/TdIHT9L9dt,@116624 We'd like to take a look into that with you. Would you please join us in DM to get started? https://t.co/GDrqU22YpT,True,Tue Oct 31 23:00:36 +0000 2017,Tue Oct 31 23:07:50 +0000 2017
tw_3777_3775,3777,3775,"@AppleSupport I've also forced the app to close from the background and reopened, no dice 🎲",@116625 Let’s team up on this. How long has this been happening? What version number of iOS are you running? Which iPhone do you have?,False,Tue Oct 31 22:53:05 +0000 2017,Tue Oct 31 23:00:52 +0000 2017
tw_3776_3778,3776,3778,"@AppleSupport still happening, including on iOS 11.2 beta now. any ideas?",@116625 Thanks for the update. Go ahead and send us a DM and we'll take it from there. https://t.co/GDrqU22YpT,False,Wed Nov 01 20:10:26 +0000 2017,Wed Nov 01 20:47:00 +0000 2017
tw_4871_4869,4871,4869,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @115858 @AppleSupport @318,@116853 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,True,Tue Oct 31 23:22:50 +0000 2017,Tue Oct 31 23:27:30 +0000 2017
tw_4870_4872,4870,4872,@AppleSupport iPhone 6 and yes it’s got the latest software update,"@116853 Thanks for letting us know. We'd like to take a further look into this. Please send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",False,Wed Nov 01 04:36:30 +0000 2017,Wed Nov 01 12:37:25 +0000 2017
tw_4875_4873,4875,4873,Come on @AppleSupport #ios11.1  Same bug as before. Numbers disappear when entering info. Video below. #iosproblems https://t.co/eKirAn2Mam,@116854 Let's investigate this together. Does this only occur when using specific apps or website?,True,Tue Oct 31 23:21:57 +0000 2017,Tue Oct 31 23:27:00 +0000 2017
tw_4877_4876,4877,4876,@AppleSupport Restarting does resolve the issue. Thanks.,@116855 We're glad to hear that resolved the issue. Don't hesitate to reach out to us if you have any questions. Take care.,False,Tue Oct 31 22:58:23 +0000 2017,Tue Oct 31 23:24:52 +0000 2017
tw_4879_4878,4879,4878,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. https://t.co/x7uUxSqO9u,@116855 We want to help. Does restarting help at all? DM us which iOS version you're on and we'll continue support there. https://t.co/GDrqU22YpT,True,Tue Oct 31 21:36:19 +0000 2017,Tue Oct 31 21:41:00 +0000 2017
tw_4882_4880,4882,4880,@AppleSupport tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,@116856 We're here for you. What is the exact version of the iOS you're running? Check by tapping Settings &gt; General &gt; About.,True,Tue Oct 31 23:13:13 +0000 2017,Tue Oct 31 23:24:52 +0000 2017
tw_4881_4883,4881,4883,@AppleSupport iOS 11.1,@116856 Are all of your apps updated as well?,False,Tue Oct 31 23:28:28 +0000 2017,Tue Oct 31 23:37:00 +0000 2017
tw_4884_4886,4884,4886,@AppleSupport It,@116856 We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,False,Tue Oct 31 23:40:21 +0000 2017,Tue Oct 31 23:55:00 +0000 2017
tw_4890_4887,4890,4887,"@AppleSupport whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help? https://t.co/8tQy27WvMe",@116857 We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?,True,Tue Oct 31 23:16:12 +0000 2017,Tue Oct 31 23:23:32 +0000 2017
tw_4889_4891,4889,4891,@AppleSupport And the new ones tauntingly pretend they are saved- it’s just when I click on them or try to send them that the grey screen shows,"@116857 We appreciate those details. For more help with Photos, please reach out to our Photos experts here: https://t.co/IBIY3vMgPj",False,Wed Nov 01 09:02:33 +0000 2017,Wed Nov 01 13:28:00 +0000 2017
tw_4893_4892,4893,4892,This “I️” shit annoying yo @115858 fix this shit,@116858 We're here to help. Send us a DM with the iOS version number you're on. We'll follow up there. https://t.co/GDrqU22YpT,True,Tue Oct 31 23:07:35 +0000 2017,Tue Oct 31 23:23:00 +0000 2017
